Age,Height (cm),Weight (kg),BMI,Disease,Injury,Focus Goals,Profile Level,Gender,Day 1 - Sunday,Day 2 - Monday,Day 3 - Tuesday,Day 4 - Wednesday,Day 5 - Thursday,Day 6 - Friday,Day 7 - Saturday
21,155.5,55.7,23.04,Regular,Shoulder Injury,Maintenance,Intermediate,Female,"Inner Thigh Machine, Seated Calf Raise, Seated Leg Extension","Sumo Deadlift, Leg Press, Wall Sit","Glute Bridge, Lying Quad Stretch, Seated Leg Extension","Hip Thrust, Lateral Band Walk, Walking Lunges","Wood Chops, Hanging Knee Raise, Plank","Seated Hip Flexor Stretch, Romanian Deadlift, Barbell Squat",Rest & Recovery
34,158.6,68.3,27.15,Joint Pain,Chest Injury,Fat Loss,Beginner,Female,"Seated Calf Raise, Lying Hip Abduction, Seated Leg Curl","Goblet Squat, Leg Curl, Hack Squat","Lying Quad Stretch, Supine Hamstring Stretch, Seated Leg Curl","Leg Press, Lateral Band Walk, Cable Kickback","Plank, Bird Dog, Ab Wheel Rollout","Glute Bridge, Walking Lunges, Hip Thrust",Rest & Recovery
49,151.7,85.0,36.94,Depression,Regular,Fat Loss,Beginner,Female,Rest & Recovery,"Incline Dumbbell Fly, Decline Push-Ups, Cable Lateral Raise","Cable Kickback, Donkey Kicks, Seated Calf Raise","Reverse Fly, Pull-Ups, Cable Bicep Curl","Flutter Kicks, Romanian Deadlift, Bicycle Crunches","Side Plank, Cycling Sprint, Reverse Crunch","Incline Dumbbell Press, Bent-Over Barbell Row, Dumbbell Lateral Raise"
24,159.6,87.7,34.43,Regular,Pulled Muscle,Fat Loss,Intermediate,Female,Rest & Recovery,"Incline Dumbbell Press, Incline Dumbbell Fly, Dumbbell Chest Press","Bulgarian Split Squat, Glute Bridge, Lateral Band Walk","Face Pulls, Dumbbell Row, Seated Cable Row","Mountain Climbers, Romanian Deadlift, Seated Calf Raise","High Knees, Jump Rope 10min, Wood Chops","Push-Ups, Decline Push-Ups, Lat Pulldown"
28,153.1,60.1,25.64,Thyroid,Hand Fracture,Muscle Gain,Advance,Female,"Lying Hip Abduction, Inner Thigh Machine, Romanian Deadlift, Seated Leg Extension","Sumo Deadlift, Calf Raises, Leg Press, Step-Ups","Outer Thigh Machine, Lying Quad Stretch, Supine Hamstring Stretch, Seated Calf Raise","Sumo Deadlift, Bulgarian Split Squat, Lateral Band Walk, Cable Kickback","Hollow Body Hold, Bird Dog, Cable Crunch, Crunches","Seated Calf Raise, Hack Squat, Romanian Deadlift, Wall Sit",Rest & Recovery
54,174.5,65.4,21.48,Regular,Regular,Muscle Gain,Beginner,Male,Rest & Recovery,"Calf Raises, Dumbbell Chest Press, Hip Thrust","Stretching Routine, Breathing Exercises, Side Plank","Romanian Deadlift, Wall Sit, Leg Curl","Dragon Flag, Russian Twists, Bicycle Crunches","Face Pulls, Bent-Over Barbell Row, Cable Bicep Curl",Rest & Recovery
20,177.2,62.8,20.0,Sciatica,Groin Injury,Maintenance,Beginner,Male,"Skull Crushers, Incline Dumbbell Fly, Front Raise","Cable Bicep Curl, Band Pull-Apart, Lat Pulldown","Decline Sit-Ups, Bicycle Crunches, Hanging Knee Raise","Dumbbell Row, Barbell Bicep Curl, Dumbbell Lateral Raise","Seated Arnold Press, Machine Chest Press, Seated Face Pulls","Russian Twists, Leg Raises, Plank",Rest & Recovery
51,158.0,76.6,30.68,Frozen Shoulder,Regular,Fat Loss,Beginner,Female,Rest & Recovery,"Overhead Shoulder Press, Close-Grip Bench Press, Front Raise","Glute Bridge, Leg Extension, Hip Thrust","Chest-Supported Row, Rear Delt Fly, Bent-Over Barbell Row","Calf Raises, Walking Lunges, Cable Crunch","Burpees, Pallof Press, V-Ups","Barbell Bicep Curl, Arnold Press, Lat Pulldown"
60,165.0,59.2,21.74,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Arnold Press, Incline Dumbbell Fly, Cable Lateral Raise","T-Bar Row, Bent-Over Barbell Row, Rear Delt Fly","Walking Lunges, Leg Curl, Lateral Band Walk","Barbell Bench Press, Incline Dumbbell Fly, Front Raise","Mountain Climbers, Wood Chops, Incline Dumbbell Row","Wall Sit, Romanian Deadlift, Seated Calf Raise"
52,156.2,77.3,31.68,Low BP,Knee Pain,Fat Loss,Intermediate,Female,"Decline Push-Ups, Dumbbell Lateral Raise, Dumbbell Chest Press","Seated Cable Row, Machine Row, Band Pull-Apart","Bird Dog, Hollow Body Hold, Bicycle Crunches","Wide-Grip Lat Pulldown, Band Pull-Apart, Incline Dumbbell Fly","Machine Chest Press, Resistance Band Rows, Seated Face Pulls","Bent-Over Barbell Row, T-Bar Row, Reverse Crunch",Rest & Recovery
34,167.6,108.1,38.48,Hyperthyroidism,Regular,Fat Loss,Beginner,Male,Rest & Recovery,"Decline Push-Ups, Close-Grip Bench Press, Tricep Pushdown","Cable Kickback, Calf Raises, Walking Lunges","Barbell Bicep Curl, Reverse Fly, Seated Cable Row","V-Ups, Sumo Deadlift, Dragon Flag","Cable Crunch, Battle Ropes, Burpees","EZ Bar Curl, Seated Cable Row, Reverse Fly"
29,177.0,68.1,21.74,Regular,Calf Injury,Maintenance,Beginner,Male,"Tricep Overhead Extension, Diamond Push-Ups, Barbell Bench Press","Chest-Supported Row, Reverse Fly, Barbell Bicep Curl","Mountain Climbers, Wood Chops, Ab Wheel Rollout","Rear Delt Fly, Pull-Ups, Hammer Curl","Seated Cable Row, Seated Dumbbell Press, Machine Chest Press","Cable Crunch, Dead Bug, Flutter Kicks",Rest & Recovery
38,154.4,94.6,39.68,Regular,Dislocated Knee,Fat Loss,Intermediate,Female,"Push-Ups, Dumbbell Lateral Raise, Incline Dumbbell Fly","Wide-Grip Lat Pulldown, Reverse Fly, Bent-Over Barbell Row","Flutter Kicks, Ab Wheel Rollout, Hanging Knee Raise","Skull Crushers, Front Raise, Barbell Bicep Curl","Seated Lat Pulldown, Machine Chest Press, Seated Cable Row","Bent-Over Barbell Row, Band Pull-Apart, Bicycle Crunches",Rest & Recovery
36,154.5,82.3,34.48,Regular,Achilles Injury,Fat Loss,Advance,Female,"Tricep Pushdown, Arnold Press, Machine Chest Press, Dips","Chest-Supported Row, Barbell Bicep Curl, EZ Bar Curl, Pull-Ups","Crunches, V-Ups, Bird Dog, Hanging Knee Raise","Machine Chest Press, Diamond Push-Ups, Band Pull-Apart, Bent-Over Barbell Row","Seated Dumbbell Press, Seated Shoulder Press, Seated Bicep Curl, Chest-Supported Row","Pallof Press, Flutter Kicks, Band Pull-Apart, Hanging Knee Raise",Rest & Recovery
39,176.0,79.6,25.7,Low Stamina,Regular,Maintenance,Intermediate,Male,"Brisk Walking 30min, Low-Impact Aerobics, Slow Jogging 15min","Seated Arnold Press, Seated Face Pulls, Seated Lat Pulldown","Stretching Routine, Gentle Yoga, Yoga 30min","Seated Cable Row, Resistance Band Rows, Seated Face Pulls","Breathing Exercises, Gentle Yoga, Yoga 30min","Seated Lat Pulldown, Seated Bicep Curl, Leg Raises",Rest & Recovery
48,163.1,71.0,26.69,Fatty Liver,Regular,Fat Loss,Advance,Female,Rest & Recovery,"Push-Ups, Cable Lateral Raise, Incline Dumbbell Press, Front Raise","Goblet Squat, Walking Lunges, Sumo Deadlift, Lateral Band Walk","Wide-Grip Lat Pulldown, Machine Row, Dumbbell Row, EZ Bar Curl","Calf Raises, Plank, Decline Sit-Ups, Sumo Deadlift","Crunches, Mountain Climbers, Reverse Crunch, Bird Dog","Pull-Ups, Band Pull-Apart, Seated Cable Row, Concentration Curl"
42,155.4,58.5,24.22,PCOD,Regular,Muscle Gain,Beginner,Female,Rest & Recovery,"Seated Calf Raise, Barbell Squat, Incline Dumbbell Press","Aqua Aerobics, Breathing Exercises, Cable Crunch","Cable Kickback, Donkey Kicks, Machine Row","Russian Twists, Front Raise, Dumbbell Chest Press","Sumo Deadlift, Concentration Curl, EZ Bar Curl",Rest & Recovery
17,167.0,68.3,24.49,Regular,ACL Injury,Fat Loss,Intermediate,Female,"Dips, Dumbbell Chest Press, Diamond Push-Ups","Dumbbell Row, Concentration Curl, Rear Delt Fly","Reverse Crunch, Bird Dog, Wood Chops","Overhead Shoulder Press, Close-Grip Bench Press, Machine Row","Seated Lat Pulldown, Seated Face Pulls, Seated Tricep Extension","Flutter Kicks, Reverse Crunch, Bicycle Crunches",Rest & Recovery
62,158.9,61.5,24.36,Arthritis,Regular,Maintenance,Intermediate,Female,Rest & Recovery,"Cable Lateral Raise, Preacher Curl, Push-Ups","Leg Curl, Calf Raises, Cable Kickback","Decline Sit-Ups, Hanging Knee Raise, Pallof Press","Concentration Curl, Incline Dumbbell Fly, Barbell Bench Press","Flutter Kicks, Crunches, Wood Chops","Slow Jogging 15min, Yoga 30min, Nordic Walking"
25,178.0,80.9,25.53,Overweight,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Cable Chest Fly, Incline Dumbbell Press, Tricep Overhead Extension","Seated Cable Row, Preacher Curl, Machine Row","Calf Raises, Lateral Band Walk, Leg Extension","Tricep Pushdown, Front Raise, Close-Grip Bench Press","Wood Chops, Reverse Fly, Incline Dumbbell Row","Leg Press, Seated Calf Raise, Leg Curl"
37,165.1,81.2,29.79,Regular,Heel Pain,Fat Loss,Advance,Male,"Machine Chest Press, Overhead Shoulder Press, Dumbbell Lateral Raise, Barbell Bench Press","Reverse Fly, Face Pulls, Concentration Curl, Chest-Supported Row","Wood Chops, Dead Bug, Mountain Climbers, Flutter Kicks","Tricep Overhead Extension, Overhead Shoulder Press, Arnold Press, Reverse Fly","Seated Lat Pulldown, Seated Face Pulls, Seated Dumbbell Press, Machine Chest Press","Dead Bug, Preacher Curl, Seated Cable Row, Leg Raises",Rest & Recovery
52,165.5,65.3,23.84,High Triglycerides,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Overhead Shoulder Press, Dumbbell Chest Press, Cable Chest Fly","Glute Bridge, Cable Kickback, Donkey Kicks","Chest-Supported Row, Dumbbell Row, Wide-Grip Lat Pulldown","Mountain Climbers, Cable Kickback, Box Jumps","Wood Chops, Rowing Machine 15min, Plank","Dumbbell Chest Press, Hammer Curl, Cable Lateral Raise"
55,174.8,84.2,27.56,Regular,Muscle Tear,Fat Loss,Beginner,Male,Rest & Recovery,"Push-Ups, Diamond Push-Ups, Cable Lateral Raise","Sumo Deadlift, Romanian Deadlift, Box Jumps","Bent-Over Barbell Row, Face Pulls, Dumbbell Row","Flutter Kicks, Plank, Lateral Band Walk","Treadmill Running 20min, Cycling Sprint, Crunches","Machine Chest Press, Barbell Bicep Curl, Front Raise"
19,161.1,85.8,33.06,Regular,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Overhead Shoulder Press, Dips, Cable Chest Fly","Bulgarian Split Squat, Box Jumps, Donkey Kicks","Barbell Bicep Curl, Bent-Over Barbell Row, EZ Bar Curl","Russian Twists, Decline Sit-Ups, Glute Bridge","Box Jumps, Battle Ropes, Leg Raises","Cable Chest Fly, Hammer Curl, EZ Bar Curl"
29,158.8,58.3,23.12,High BP,Sprained Wrist,Muscle Gain,Intermediate,Female,"Elliptical Trainer 20min, Nordic Walking, Aqua Aerobics","Seated Cable Row, Seated Face Pulls, Chest-Supported Row","Gentle Yoga, Stretching Routine, Stationary Cycling 20min","Seated Arnold Press, Seated Cable Row, Seated Dumbbell Press","Gentle Yoga, Slow Jogging 15min, Elliptical Trainer 20min","Leg Raises, Seated Bicep Curl, Seated Tricep Extension",Rest & Recovery
48,162.3,57.8,21.94,Sleep Apnea,Regular,Maintenance,Intermediate,Female,Rest & Recovery,"Barbell Bicep Curl, Overhead Shoulder Press, Hammer Curl","Walking Lunges, Donkey Kicks, Hack Squat","Aqua Aerobics, Russian Twists, Decline Sit-Ups","Lat Pulldown, Arnold Press, Wide-Grip Lat Pulldown","Barbell Squat, Hack Squat, Dragon Flag","Stationary Cycling 20min, Brisk Walking 30min, Low-Impact Aerobics"
34,167.7,54.4,19.34,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Diamond Push-Ups, Arnold Press, Dumbbell Lateral Raise","Concentration Curl, Preacher Curl, Cable Bicep Curl","Glute Bridge, Box Jumps, Seated Calf Raise","Decline Push-Ups, Front Raise, Dumbbell Lateral Raise","Crunches, T-Bar Row, Preacher Curl","Cable Kickback, Box Jumps, Donkey Kicks"
59,160.5,65.2,25.31,Regular,Sprained Wrist,Muscle Gain,Beginner,Male,"Goblet Squat, Seated Hip Flexor Stretch, Outer Thigh Machine","Cable Kickback, Box Jumps, Leg Curl","Seated Calf Raise, Supine Hamstring Stretch, Inner Thigh Machine","Walking Lunges, Calf Raises, Leg Extension","Russian Twists, Side Plank, Reverse Crunch","Wall Sit, Lying Hip Abduction, Lying Quad Stretch",Rest & Recovery
19,169.8,99.5,34.51,Cervical Pain,Regular,Fat Loss,Beginner,Male,"Lat Pulldown, Machine Chest Press, Face Pulls","Lying Glute Bridge, Seated Leg Extension, Seated Calf Raise","Seated Dumbbell Press, Machine Chest Press, Seated Face Pulls","Lat Pulldown, Lying Glute Bridge, Seated Bicep Curl","Bicycle Crunches, Crunches, Russian Twists","Aqua Aerobics, Slow Jogging 15min, Brisk Walking 30min",Rest & Recovery
19,164.9,87.6,32.22,Acidity,Wrist Injury,Fat Loss,Beginner,Male,"Seated Hip Flexor Stretch, Lying Quad Stretch, Goblet Squat","Bulgarian Split Squat, Hack Squat, Cable Kickback","Supine Hamstring Stretch, Seated Leg Extension, Inner Thigh Machine","Box Jumps, Donkey Kicks, Sumo Deadlift","Reverse Crunch, Decline Sit-Ups, Bicycle Crunches","Hip Thrust, Box Jumps, Bulgarian Split Squat",Rest & Recovery
19,150.9,78.9,34.65,Liver Disorder,Dislocated Shoulder,Fat Loss,Beginner,Female,"Seated Hip Flexor Stretch, Outer Thigh Machine, Leg Press","Cable Kickback, Donkey Kicks, Walking Lunges","Outer Thigh Machine, Seated Calf Raise, Lying Hip Abduction","Leg Extension, Sumo Deadlift, Romanian Deadlift","Hanging Knee Raise, Hollow Body Hold, Crunches","Cable Kickback, Seated Calf Raise, Outer Thigh Machine",Rest & Recovery
64,160.9,80.3,31.02,Sciatica,Chest Injury,Fat Loss,Beginner,Male,"Lying Quad Stretch, Goblet Squat, Barbell Squat","Cable Kickback, Leg Extension, Lateral Band Walk","Seated Calf Raise, Inner Thigh Machine, Lying Hip Abduction","Barbell Squat, Leg Extension, Seated Calf Raise","Russian Twists, Wood Chops, Ab Wheel Rollout","Glute Bridge, Wall Sit, Leg Extension",Rest & Recovery
38,155.6,58.7,24.24,Constipation,Regular,Maintenance,Intermediate,Female,Rest & Recovery,"Pull-Ups, Cable Lateral Raise, Dumbbell Row","Donkey Kicks, Lateral Band Walk, Glute Bridge","Dead Bug, Nordic Walking, Brisk Walking 30min","Concentration Curl, Overhead Shoulder Press, Barbell Bench Press","Dead Bug, Romanian Deadlift, Bird Dog","Elliptical Trainer 20min, Light Swimming, Brisk Walking 30min"
30,153.9,48.9,20.65,Osteoporosis,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Push-Ups, Skull Crushers, Machine Chest Press","Reverse Fly, Hammer Curl, Incline Dumbbell Row","Lateral Band Walk, Wall Sit, Glute Bridge","Arnold Press, Incline Dumbbell Fly, Tricep Overhead Extension","Incline Dumbbell Row, Hanging Knee Raise, Hollow Body Hold","Bulgarian Split Squat, Cable Kickback, Goblet Squat"
24,161.1,62.1,23.93,PCOD,Rotator Cuff Injury,Maintenance,Beginner,Male,"Leg Press, Barbell Squat, Seated Calf Raise","Romanian Deadlift, Walking Lunges, Barbell Squat","Seated Calf Raise, Seated Hip Flexor Stretch, Supine Hamstring Stretch","Step-Ups, Goblet Squat, Lateral Band Walk","Wood Chops, Plank, Pallof Press","Cable Kickback, Hack Squat, Barbell Squat",Rest & Recovery
43,171.0,74.7,25.55,Regular,Regular,Muscle Gain,Beginner,Male,Rest & Recovery,"Incline Dumbbell Fly, Tricep Pushdown, Glute Bridge","Light Swimming, Elliptical Trainer 20min, Dead Bug","Wall Sit, Hack Squat, Wide-Grip Lat Pulldown","Decline Push-Ups, Dragon Flag, Arnold Press","Bulgarian Split Squat, Bent-Over Barbell Row, Face Pulls",Rest & Recovery
57,161.7,62.0,23.71,Regular,Regular,Muscle Gain,Advance,Female,Rest & Recovery,"Incline Dumbbell Press, Decline Push-Ups, Push-Ups, Cable Lateral Raise","Cable Bicep Curl, Reverse Fly, Chest-Supported Row, Lat Pulldown","Barbell Squat, Bulgarian Split Squat, Romanian Deadlift, Lateral Band Walk","Diamond Push-Ups, Dumbbell Chest Press, Overhead Shoulder Press, Incline Dumbbell Press","Machine Row, Concentration Curl, Bird Dog, Flutter Kicks","Calf Raises, Goblet Squat, Romanian Deadlift, Wall Sit"
61,172.9,102.1,34.15,Regular,Regular,Fat Loss,Advance,Male,Rest & Recovery,"Push-Ups, Decline Push-Ups, Cable Chest Fly, Arnold Press","Seated Calf Raise, Leg Curl, Box Jumps, Sumo Deadlift","Cable Bicep Curl, Dumbbell Row, Seated Cable Row, Wide-Grip Lat Pulldown","Crunches, Leg Press, Leg Extension, Ab Wheel Rollout","Box Jumps, Bird Dog, HIIT Sprints, Plank","EZ Bar Curl, Rear Delt Fly, Lat Pulldown, Incline Dumbbell Press"
27,159.1,52.5,20.74,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Tricep Overhead Extension, Push-Ups, Decline Push-Ups","EZ Bar Curl, Barbell Bicep Curl, T-Bar Row","Romanian Deadlift, Wall Sit, Calf Raises","Dumbbell Lateral Raise, Push-Ups, Tricep Overhead Extension","Bicycle Crunches, Plank, Russian Twists","Leg Press, Romanian Deadlift, Barbell Squat"
51,149.7,53.6,23.92,Regular,Regular,Muscle Gain,Advance,Female,Rest & Recovery,"Front Raise, Cable Lateral Raise, Diamond Push-Ups, Overhead Shoulder Press","Pull-Ups, Seated Cable Row, Preacher Curl, Band Pull-Apart","Wall Sit, Sumo Deadlift, Box Jumps, Barbell Squat","Cable Chest Fly, Diamond Push-Ups, Push-Ups, Decline Push-Ups","Wood Chops, Chest-Supported Row, Bird Dog, Reverse Crunch","Bulgarian Split Squat, Box Jumps, Wall Sit, Walking Lunges"
46,156.7,77.6,31.6,Regular,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Decline Push-Ups, Incline Dumbbell Fly, Close-Grip Bench Press","Leg Curl, Lateral Band Walk, Leg Extension","Machine Row, Bent-Over Barbell Row, Dumbbell Row","Wall Sit, Barbell Squat, Leg Raises","Plank, Bird Dog, Mountain Climbers","Face Pulls, Seated Cable Row, Barbell Bicep Curl"
60,150.7,51.4,22.63,IBS,Toe Fracture,Muscle Gain,Advance,Female,"Tricep Pushdown, Machine Chest Press, Dumbbell Chest Press, Arnold Press","Cable Bicep Curl, Hammer Curl, Barbell Bicep Curl, Chest-Supported Row","Pallof Press, Ab Wheel Rollout, Flutter Kicks, V-Ups","Front Raise, Rear Delt Fly, Dumbbell Row, Skull Crushers","Seated Arnold Press, Seated Lat Pulldown, Seated Shoulder Press, Seated Face Pulls","Preacher Curl, Wood Chops, Lat Pulldown, Mountain Climbers",Rest & Recovery
42,178.0,77.1,24.33,Epilepsy,Regular,Muscle Gain,Beginner,Male,"Nordic Walking, Breathing Exercises, Light Swimming","Cable Chest Fly, Seated Bicep Curl, Seated Lat Pulldown","Yoga 30min, Nordic Walking, Light Swimming","Seated Shoulder Press, Resistance Band Rows, Cable Chest Fly","Stationary Cycling 20min, Breathing Exercises, Aqua Aerobics","Russian Twists, Plank, Side Plank",Rest & Recovery
21,171.8,73.3,24.83,Overweight,Quad Injury,Muscle Gain,Beginner,Male,"Overhead Shoulder Press, Skull Crushers, Incline Dumbbell Fly","Face Pulls, Lat Pulldown, Cable Bicep Curl","Flutter Kicks, Reverse Crunch, Russian Twists","Barbell Bench Press, Tricep Pushdown, Cable Lateral Raise","Seated Lat Pulldown, Seated Face Pulls, Cable Chest Fly","Wood Chops, Dragon Flag, Bird Dog",Rest & Recovery
38,172.9,70.0,23.42,Piles,Groin Injury,Muscle Gain,Beginner,Male,"Barbell Bench Press, Machine Chest Press, Overhead Shoulder Press","Barbell Bicep Curl, Concentration Curl, Seated Cable Row","Russian Twists, Bicycle Crunches, Hollow Body Hold","Pull-Ups, Seated Cable Row, Hammer Curl","Seated Lat Pulldown, Seated Face Pulls, Chest-Supported Row","Crunches, Flutter Kicks, Rear Delt Fly",Rest & Recovery
17,148.9,59.2,26.7,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Dumbbell Chest Press, Overhead Shoulder Press, Arnold Press","T-Bar Row, Wide-Grip Lat Pulldown, Face Pulls","Cable Kickback, Bulgarian Split Squat, Sumo Deadlift","Front Raise, Diamond Push-Ups, Dips","Machine Row, Leg Raises, Preacher Curl","Bulgarian Split Squat, Hack Squat, Box Jumps"
29,169.5,58.1,20.22,Regular,Finger Fracture,Muscle Gain,Advance,Male,"Seated Calf Raise, Lying Hip Abduction, Romanian Deadlift, Goblet Squat","Romanian Deadlift, Seated Calf Raise, Leg Press, Bulgarian Split Squat","Inner Thigh Machine, Lying Quad Stretch, Seated Calf Raise, Supine Hamstring Stretch","Leg Press, Calf Raises, Lateral Band Walk, Donkey Kicks","Flutter Kicks, V-Ups, Pallof Press, Russian Twists","Step-Ups, Supine Hamstring Stretch, Glute Bridge, Wall Sit",Rest & Recovery
36,173.0,77.5,25.89,Regular,Spinal Injury,Maintenance,Intermediate,Male,"Seated Dumbbell Press, Lat Pulldown, Seated Cable Row","Leg Press, Seated Leg Extension, Seated Leg Curl","Seated Shoulder Press, Machine Chest Press, Seated Face Pulls","Face Pulls, Machine Chest Press, Lat Pulldown","Side Plank, Russian Twists, Bicycle Crunches","Chest-Supported Row, Stretching Routine, Nordic Walking",Rest & Recovery
19,166.9,68.8,24.7,Regular,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Incline Dumbbell Fly, Barbell Bench Press, Machine Chest Press","Dumbbell Row, Rear Delt Fly, Cable Bicep Curl","Cable Kickback, Donkey Kicks, Lateral Band Walk","Diamond Push-Ups, Machine Chest Press, Tricep Overhead Extension","Cable Crunch, Hollow Body Hold, Hammer Curl","Romanian Deadlift, Seated Calf Raise, Barbell Squat"
63,163.7,92.6,34.56,Arthritis,Regular,Fat Loss,Beginner,Male,Rest & Recovery,"Machine Chest Press, Front Raise, Cable Lateral Raise","Leg Press, Seated Calf Raise, Wall Sit","Incline Dumbbell Row, Reverse Fly, Preacher Curl","Hanging Knee Raise, Romanian Deadlift, Cable Crunch","Ab Wheel Rollout, High Knees, Russian Twists","Tricep Pushdown, Machine Chest Press, Pull-Ups"
